Contract,Delivery Period,Open Price,High Price,Low Price,Last Price,Volume,Trade Unit,Traded Contracts,Settlement Price,Open Interest Contracts (prev. day),Open Interest EUA (prev. day),Contract Volume,Exchange Volume EUA,Exchange Traded Contracts,Exchange Number of Trades,TradeReg Volume EUA,TradeReg Traded Contracts,TradeReg Number of Trades,Exchange Volume,TradeReg Volume,Open Interest Contracts,Open Interest,Open Interest EUA,Trading Day,Contract Number
FEUA,2018-12,,,,,,,,5.2,3061000.0,3061.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-09,14
FEUA,2019-12,,,,,,,,5.28,7560000.0,7560.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-09,15
FEUA,2020-12,,,,,,,,5.4,1300000.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-09,16
FEUA,2016-03,,,,,,,,4.9,550000.0,550.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,1
FEUA,2016-04,,,,,,,,4.9,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,2
FEUA,2016-05,,,,,,,,4.9,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,3
FEUA,2016-06,,,,,,,,4.91,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,4
FEUA,2016-09,,,,,,,,4.92,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,5
FEUA,2016-12,5.06,5.06,4.88,4.89,,,,4.92,55859000.0,55859.0,1000.0,426000.0,426.0,48.0,150000.0,150.0,2.0,,,,,,2016-03-10,6
FEUA,2017-03,,,,,,,,4.95,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,7
FEUA,2017-06,,,,,,,,4.96,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,8
FEUA,2017-09,,,,,,,,4.96,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,9
FEUA,2017-12,,,,,,,,4.97,14787000.0,14787.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,10
FEUA,2018-03,,,,,,,,5.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,11
FEUA,2018-06,,,,,,,,5.01,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,12
FEUA,2018-09,,,,,,,,5.01,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,13
FEUA,2018-12,,,,,,,,5.03,3061000.0,3061.0,1000.0,0.0,0.0,0.0,100000.0,100.0,1.0,,,,,,2016-03-10,14
FEUA,2019-12,,,,,,,,5.1,7560000.0,7560.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,15
FEUA,2020-12,,,,,,,,5.23,1300000.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-10,16
FEUA,2016-03,,,,,,,,4.97,550000.0,550.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,1
FEUA,2016-04,,,,,,,,4.98,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,2
FEUA,2016-05,,,,,,,,4.98,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,3
FEUA,2016-06,,,,,,,,4.99,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,4
FEUA,2016-09,,,,,,,,5.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,5
FEUA,2016-12,5.05,5.05,4.98,4.98,,,,5.0,56360000.0,56360.0,1000.0,74000.0,74.0,8.0,350000.0,350.0,2.0,,,,,,2016-03-11,6
FEUA,2017-03,,,,,,,,5.02,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,7
FEUA,2017-06,,,,,,,,5.02,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,8
FEUA,2017-09,,,,,,,,5.03,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,9
FEUA,2017-12,,,,,,,,5.04,14787000.0,14787.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,10
FEUA,2018-03,,,,,,,,5.07,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,11
FEUA,2018-06,,,,,,,,5.08,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,12
FEUA,2018-09,,,,,,,,5.09,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,13
FEUA,2018-12,,,,,,,,5.11,3161000.0,3161.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,14
FEUA,2019-12,,,,,,,,5.19,7560000.0,7560.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,15
FEUA,2020-12,,,,,,,,5.32,1300000.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-11,16
FEUA,2016-03,,,,,,,,4.86,550000.0,550.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,1
FEUA,2016-04,,,,,,,,4.86,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,2
FEUA,2016-05,,,,,,,,4.87,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,3
FEUA,2016-06,,,,,,,,4.88,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,4
FEUA,2016-09,,,,,,,,4.89,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,5
FEUA,2016-12,4.94,4.95,4.89,4.89,,,,4.9,56769000.0,56769.0,1000.0,204000.0,204.0,20.0,0.0,0.0,0.0,,,,,,2016-03-14,6
FEUA,2017-03,,,,,,,,4.92,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,7
FEUA,2017-06,,,,,,,,4.93,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,8
FEUA,2017-09,,,,,,,,4.94,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,9
FEUA,2017-12,,,,,,,,4.94,14787000.0,14787.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,10
FEUA,2018-03,,,,,,,,4.97,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,11
FEUA,2018-06,,,,,,,,4.98,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,12
FEUA,2018-09,,,,,,,,5.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,13
FEUA,2018-12,,,,,,,,5.0,3161000.0,3161.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,14
FEUA,2019-12,,,,,,,,5.08,7560000.0,7560.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,15
FEUA,2020-12,,,,,,,,5.21,1300000.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-14,16
FEUA,2016-04,,,,,,,,4.86,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,1
FEUA,2016-05,,,,,,,,4.86,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,2
FEUA,2016-06,,,,,,,,4.87,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,3
FEUA,2016-09,,,,,,,,4.88,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,4
FEUA,2016-12,4.87,4.89,4.79,4.86,,,,4.88,56973000.0,56973.0,1000.0,523000.0,523.0,40.0,0.0,0.0,0.0,,,,,,2016-03-15,5
FEUA,2017-03,,,,,,,,4.9,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,6
FEUA,2017-06,,,,,,,,4.91,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,7
FEUA,2017-09,,,,,,,,4.91,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,8
FEUA,2017-12,,,,,,,,4.91,14787000.0,14787.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,9
FEUA,2018-03,,,,,,,,4.95,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,10
FEUA,2018-06,,,,,,,,4.96,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,11
FEUA,2018-09,,,,,,,,4.97,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,12
FEUA,2018-12,,,,,,,,4.98,3161000.0,3161.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,13
FEUA,2019-03,,,,,,,,5.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,14
FEUA,2019-12,,,,,,,,5.04,7560000.0,7560.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,15
FEUA,2020-12,,,,,,,,5.18,1300000.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-15,16
FEUA,2016-04,,,,,,,,4.96,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,1
FEUA,2016-05,,,,,,,,4.96,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,2
FEUA,2016-06,,,,,,,,4.96,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,3
FEUA,2016-09,,,,,,,,4.97,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,4
FEUA,2016-12,4.92,5.0,4.92,5.0,,,,4.98,57496000.0,57496.0,1000.0,120000.0,120.0,17.0,0.0,0.0,0.0,,,,,,2016-03-16,5
FEUA,2017-03,,,,,,,,5.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,6
FEUA,2017-06,,,,,,,,5.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,7
FEUA,2017-09,,,,,,,,5.01,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,8
FEUA,2017-12,,,,,,,,5.02,14787000.0,14787.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,9
FEUA,2018-03,,,,,,,,5.02,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,10
FEUA,2018-06,,,,,,,,5.04,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,11
FEUA,2018-09,,,,,,,,5.07,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,12
FEUA,2018-12,,,,,,,,5.09,3161000.0,3161.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,13
FEUA,2019-03,,,,,,,,5.1,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,14
FEUA,2019-12,,,,,,,,5.14,7560000.0,7560.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,15
FEUA,2020-12,,,,,,,,5.27,1300000.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-16,16
FEUA,2016-04,,,,,,,,5.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,1
FEUA,2016-05,,,,,,,,5.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,2
FEUA,2016-06,,,,,,,,5.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,3
FEUA,2016-09,,,,,,,,5.01,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,4
FEUA,2016-12,5.0,5.0,4.9,4.92,,,,5.02,57410000.0,57410.0,1000.0,115000.0,115.0,13.0,0.0,0.0,0.0,,,,,,2016-03-17,5
FEUA,2017-03,,,,,,,,5.04,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,6
FEUA,2017-06,,,,,,,,5.03,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,7
FEUA,2017-09,,,,,,,,5.04,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,8
FEUA,2017-12,,,,,,,,5.04,14787000.0,14787.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,9
FEUA,2018-03,,,,,,,,5.08,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,10
FEUA,2018-06,,,,,,,,5.09,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,11
FEUA,2018-09,,,,,,,,5.1,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,12
FEUA,2018-12,,,,,,,,5.1,3161000.0,3161.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,13
FEUA,2019-03,,,,,,,,5.12,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,14
FEUA,2019-12,,,,,,,,5.17,7560000.0,7560.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,15
FEUA,2020-12,,,,,,,,5.3,1300000.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-17,16
FEUA,2016-04,,,,,,,,4.93,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,1
FEUA,2016-05,,,,,,,,4.93,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,2
FEUA,2016-06,,,,,,,,4.94,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,3
FEUA,2016-09,,,,,,,,4.95,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,4
FEUA,2016-12,5.02,5.03,5.02,5.02,,,,4.95,57525000.0,57525.0,1000.0,55000.0,55.0,6.0,0.0,0.0,0.0,,,,,,2016-03-18,5
FEUA,2017-03,,,,,,,,4.96,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,6
FEUA,2017-06,,,,,,,,4.96,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,7
FEUA,2017-09,,,,,,,,4.97,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,8
FEUA,2017-12,,,,,,,,4.99,14787000.0,14787.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,9
FEUA,2018-03,,,,,,,,5.03,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,10
FEUA,2018-06,,,,,,,,5.05,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,11
FEUA,2018-09,,,,,,,,5.05,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,12
FEUA,2018-12,,,,,,,,5.06,3161000.0,3161.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,13
FEUA,2019-03,,,,,,,,5.08,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,14
FEUA,2019-12,,,,,,,,5.12,7560000.0,7560.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,15
FEUA,2020-12,,,,,,,,5.25,1300000.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-18,16
FEUA,2016-04,,,,,,,,4.85,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,1
FEUA,2016-05,,,,,,,,4.86,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,2
FEUA,2016-06,,,,,,,,4.86,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,3
FEUA,2016-09,,,,,,,,4.87,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,4
FEUA,2016-12,4.9,4.92,4.87,4.91,,,,4.87,57480000.0,57480.0,1000.0,365000.0,365.0,17.0,0.0,0.0,0.0,,,,,,2016-03-21,5
FEUA,2017-03,,,,,,,,4.91,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,6
FEUA,2017-06,,,,,,,,4.91,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,7
FEUA,2017-09,,,,,,,,4.92,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,8
FEUA,2017-12,,,,,,,,4.92,14787000.0,14787.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,9
FEUA,2018-03,,,,,,,,4.95,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,10
FEUA,2018-06,,,,,,,,4.96,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,11
FEUA,2018-09,,,,,,,,4.97,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,12
FEUA,2018-12,,,,,,,,4.98,3161000.0,3161.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,13
FEUA,2019-03,,,,,,,,5.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,14
FEUA,2019-12,,,,,,,,5.05,7560000.0,7560.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,15
FEUA,2020-12,,,,,,,,5.18,1300000.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-21,16
FEUA,2016-04,,,,,,,,4.8,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,1
FEUA,2016-05,,,,,,,,4.8,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,2
FEUA,2016-06,,,,,,,,4.8,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,3
FEUA,2016-09,,,,,,,,4.81,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,4
FEUA,2016-12,4.86,4.86,4.78,4.82,,,,4.83,57845000.0,57845.0,1000.0,248000.0,248.0,23.0,0.0,0.0,0.0,,,,,,2016-03-22,5
FEUA,2017-03,,,,,,,,4.84,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,6
FEUA,2017-06,,,,,,,,4.84,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,7
FEUA,2017-09,,,,,,,,4.85,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,8
FEUA,2017-12,,,,,,,,4.87,14787000.0,14787.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,9
FEUA,2018-03,,,,,,,,4.89,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,10
FEUA,2018-06,,,,,,,,4.9,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,11
FEUA,2018-09,,,,,,,,4.91,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,12
FEUA,2018-12,,,,,,,,4.94,3161000.0,3161.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,13
FEUA,2019-03,,,,,,,,4.94,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,14
FEUA,2019-12,,,,,,,,4.98,7560000.0,7560.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,15
FEUA,2020-12,,,,,,,,5.12,1300000.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-22,16
FEUA,2016-04,,,,,,,,4.79,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,1
FEUA,2016-05,,,,,,,,4.79,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,2
FEUA,2016-06,,,,,,,,4.8,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,3
FEUA,2016-09,,,,,,,,4.8,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,4
FEUA,2016-12,4.78,4.82,4.76,4.76,,,,4.82,58073000.0,58073.0,1000.0,155000.0,155.0,14.0,500000.0,500.0,2.0,,,,,,2016-03-23,5
FEUA,2017-03,,,,,,,,4.83,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,6
FEUA,2017-06,,,,,,,,4.84,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,7
FEUA,2017-09,,,,,,,,4.85,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,8
FEUA,2017-12,4.82,4.82,4.82,4.82,,,,4.86,14787000.0,14787.0,1000.0,20000.0,20.0,1.0,0.0,0.0,0.0,,,,,,2016-03-23,9
FEUA,2018-03,,,,,,,,4.88,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,10
FEUA,2018-06,,,,,,,,4.89,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,11
FEUA,2018-09,,,,,,,,4.91,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,12
FEUA,2018-12,,,,,,,,4.92,3161000.0,3161.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,13
FEUA,2019-03,,,,,,,,4.93,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,14
FEUA,2019-12,,,,,,,,4.98,7560000.0,7560.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,15
FEUA,2020-12,,,,,,,,5.11,1300000.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-23,16
FEUA,2016-04,,,,,,,,4.84,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,1
FEUA,2016-05,,,,,,,,4.84,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,2
FEUA,2016-06,,,,,,,,4.84,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,3
FEUA,2016-09,,,,,,,,4.85,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,4
FEUA,2016-12,4.78,4.78,4.78,4.78,,,,4.87,58728000.0,58728.0,1000.0,10000.0,10.0,1.0,0.0,0.0,0.0,,,,,,2016-03-24,5
FEUA,2017-03,,,,,,,,4.88,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,6
FEUA,2017-06,,,,,,,,4.88,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,7
FEUA,2017-09,,,,,,,,4.89,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,8
FEUA,2017-12,,,,,,,,4.9,14807000.0,14807.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,9
FEUA,2018-03,,,,,,,,4.91,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,10
FEUA,2018-06,,,,,,,,4.93,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,11
FEUA,2018-09,,,,,,,,4.95,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,12
FEUA,2018-12,,,,,,,,4.97,3161000.0,3161.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,13
FEUA,2019-03,,,,,,,,4.98,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,14
FEUA,2019-12,,,,,,,,5.03,7560000.0,7560.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,15
FEUA,2020-12,,,,,,,,5.16,1300000.0,1300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-24,16
FEUA,2016-04,,,,,,,,4.77,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-29,1
FEUA,2016-05,,,,,,,,4.77,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-29,2
FEUA,2016-06,,,,,,,,4.77,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-29,3
FEUA,2016-09,,,,,,,,4.78,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-29,4
FEUA,2016-12,4.8,4.82,4.76,4.79,,,,4.79,58738000.0,58738.0,1000.0,141000.0,141.0,11.0,0.0,0.0,0.0,,,,,,2016-03-29,5
FEUA,2017-03,,,,,,,,4.81,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-29,6
FEUA,2017-06,,,,,,,,4.81,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2016-03-29,7
